-2.666676839192700044e+00 7.140000152587890625e+01 -1.192100000000000055e-04
-2.626647949218699818e+00 7.139399719238279829e+01 -1.390783666666666732e-04
-2.586669921875000000e+00 7.138800048828119316e+01 -5.960466666666666192e-05
-2.546691894531199818e+00 7.138200378417970171e+01 0.000000000000000000e+00
-2.506663004557299956e+00 7.137599945068359375e+01 2.880906666666666559e-04
-2.463328043619799956e+00 7.136949920654299717e+01 2.284856666666666735e-04
-2.423350016276000218e+00 7.136350250244140625e+01 2.781563333333333184e-04
-2.383321126302099913e+00 7.135749816894529829e+01 1.788146666666666539e-04
-2.343343098958300175e+00 7.135150146484369316e+01 1.688811666666666447e-04
-2.300008138020800175e+00 7.134500122070309658e+01 1.192098333333333317e-04
-2.259979248046899869e+00 7.133899688720700283e+01 2.582883333333333385e-04
-2.220001220703100131e+00 7.133300018310549717e+01 1.887486666666666980e-04
-2.180023193359399869e+00 7.132700347900390625e+01 -1.986836666666666766e-04
-2.136688232421899869e+00 7.132050323486329546e+01 -4.967066666666666521e-05
-2.096659342447900087e+00 7.131449890136720171e+01 -2.980250000000000138e-05
-2.053324381510400087e+00 7.130799865722660513e+01 -1.688808666666666508e-04
-2.016652425130200044e+00 7.130249786376950283e+01 -1.986836666666666766e-05
-1.973317464192700044e+00 7.129599761962890625e+01 -2.980250000000000138e-05
-1.933339436849000004e+00 7.129000091552730112e+01 -5.960496666666666258e-05
-1.890004475911500004e+00 7.128350067138670454e+01 1.092759999999999885e-04
-1.849975585937500000e+00 7.127749633789059658e+01 1.986836666666666766e-05
-1.809997558593700040e+00 7.127149963378910513e+01 -2.086172999999999923e-04
-1.770019531250000000e+00 7.126550292968750000e+01 -1.291443333333333295e-04
-1.726684570312500000e+00 7.125900268554690342e+01 -3.973666666666666851e-05
-1.690012613932299956e+00 7.125350189208980112e+01 5.960516666666666979e-05
-1.646677652994799956e+00 7.124700164794920454e+01 7.947333333333332346e-05
-1.606648763020799953e+00 7.124099731445309658e+01 9.933999999999998401e-06
-1.566670735677099913e+00 7.123500061035160513e+01 1.986853333333333808e-05
-1.523335774739599913e+00 7.122850036621089487e+01 3.278268000000000306e-04
-1.483357747395799953e+00 7.122250366210940342e+01 1.092758000000000016e-04
-1.443328857421900091e+00 7.121649932861329546e+01 -1.788146666666666539e-04
-1.403350830078099909e+00 7.121050262451170454e+01 -1.589468333333333343e-04
-1.360015869140599909e+00 7.120400238037109375e+01 -1.490123333333333365e-04
-1.319986979166700047e+00 7.119799804687500000e+01 -2.880910000000000307e-04
-1.280008951822900087e+00 7.119200134277339487e+01 -1.390781666666666592e-04
-1.239980061849000004e+00 7.118599700927730112e+01 -4.271683333333333344e-04
-1.196645100911500004e+00 7.117949676513670454e+01 -3.675636666666666995e-04
-1.156667073567700044e+00 7.117350006103519888e+01 -9.934170000000000467e-05
-1.113332112630200044e+00 7.116699981689450283e+01 -6.953899999999999947e-05
-1.076660156250000000e+00 7.116149902343750000e+01 1.986833333333333087e-05
-1.033325195312500000e+00 7.115499877929690342e+01 -5.960499999999998921e-05
-9.933471679687000400e-01 7.114900207519529829e+01 -2.483536666666666805e-04
-9.533182779947999563e-01 7.114299774169920454e+01 3.973666666666666851e-05
-9.099833170572999563e-01 7.113649749755859375e+01 2.980263333333333501e-05
-8.700052897134999963e-01 7.113050079345700283e+01 1.390783333333333466e-04
-8.299763997396000237e-01 7.112449645996089487e+01 -1.589466666666666740e-04
-7.866414388021000237e-01 7.111799621582029829e+01 -6.953899999999999947e-05
-7.466634114582999526e-01 7.111199951171869316e+01 2.980253333333333479e-05
-7.066853841146000237e-01 7.110600280761720171e+01 -2.185516666666666565e-04
-6.666564941406000200e-01 7.109999847412109375e+01 -1.688806666666666640e-04
-6.233215332031000200e-01 7.109349822998049717e+01 9.933999999999998401e-06
-5.833435058593999800e-01 7.108750152587890625e+01 -1.291440333333333356e-04
-5.433146158853999763e-01 7.108149719238279829e+01 -2.980233333333333435e-05
-4.999796549478999763e-01 7.107499694824220171e+01 1.986836666666666766e-05
-4.633585611978999763e-01 7.106950378417970171e+01 2.384203333333333316e-04
-4.200236002603999763e-01 7.106300354003910513e+01 2.582876666666666433e-04
-3.799947102865000037e-01 7.105699920654299717e+01 1.589483333333333579e-04
-3.366597493490000037e-01 7.105049896240230112e+01 1.986899999999999561e-05
-2.966817220051999882e-01 7.104450225830079546e+01 2.880906666666666559e-04
-2.566528320311999845e-01 7.103849792480470171e+01 2.970316666666666938e-03
-2.133178710937000122e-01 7.103199768066410513e+01 5.841293333333333164e-03
-1.766459147134999963e-01 7.102649688720700283e+01 2.414003333333333227e-03
-1.366678873698000118e-01 7.102050018310549717e+01 -8.136100000000000276e-03
-8.997599283849999630e-02 7.101349639892579546e+01 -2.116969999999999963e-02
-5.335489908850000323e-02 7.100800323486329546e+01 -3.160053333333333325e-02
-1.332600911459999940e-02 7.100199890136720171e+01 -3.901149999999999757e-02
2.665201822919999880e-02 7.099600219726559658e+01 -4.360110000000000374e-02
6.998697916670000574e-02 7.098950195312500000e+01 -4.558793333333333031e-02
1.100158691406000061e-01 7.098349761962890625e+01 -4.724693333333333106e-02
1.533508300780999922e-01 7.097699737548829546e+01 -4.897546666666666854e-02
1.933288574219000078e-01 7.097100067138670454e+01 -4.976023333333332715e-02
2.333577473958000081e-01 7.096499633789059658e+01 -5.074373333333333930e-02
2.733357747396000237e-01 7.095899963378910513e+01 -5.206496666666666356e-02
3.166707356771000237e-01 7.095249938964839487e+01 -5.131993333333333823e-02
3.566487630208000081e-01 7.094650268554690342e+01 -5.028676666666666989e-02
3.966776529948000118e-01 7.094049835205079546e+01 -5.001853333333333707e-02
4.400126139323000118e-01 7.093399810791019888e+01 -5.136956666666666477e-02
4.766845703125000000e-01 7.092849731445309658e+01 -5.295903333333332880e-02
